Ano;Mês;Países;"Bloco Econômico";Via;"Código NCM";"Descrição NCM";"Valor FOB (US$)";"Quilograma Líquido"
2018;10;"Hong Kong";"Ásia (Exclusive Oriente Médio)";MARITIMA;29322000;Lactonas;55982;5200
2018;10;Hungria;Europa;AEREA;29322000;Lactonas;168699;540
2018;10;Hungria;Europa;AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";25262;107
2018;10;Hungria;"União Europeia - UE";AEREA;29322000;Lactonas;168699;540
2018;10;Hungria;"União Europeia - UE";AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";25262;107
2018;10;Índia;"Ásia (Exclusive Oriente Médio)";AEREA;29322000;Lactonas;2501457;5103
2018;10;Índia;"Ásia (Exclusive Oriente Médio)";AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";422518;162
2018;10;Índia;"Ásia (Exclusive Oriente Médio)";AEREA;29419059;"Outros macrolídios e seus sais";325206;1650
2018;10;Índia;"Ásia (Exclusive Oriente Médio)";AEREA;30039079;"Medicamentos contendo outros compostos heterocíclicos heteroat.nitrogenados, exceto em doses";163456;2285
2018;10;Índia;"Ásia (Exclusive Oriente Médio)";AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";376181;11132
2018;10;Índia;"Ásia (Exclusive Oriente Médio)";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";674603;17133
2018;10;Índia;"Ásia (Exclusive Oriente Médio)";MARITIMA;29322000;Lactonas;245732;51045
2018;10;Índia;"Ásia (Exclusive Oriente Médio)";MARITIMA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";138623;8075
2018;10;Índia;"Ásia (Exclusive Oriente Médio)";MARITIMA;30039079;"Medicamentos contendo outros compostos heterocíclicos heteroat.nitrogenados, exceto em doses";344504;26000
2018;10;Índia;"Ásia (Exclusive Oriente Médio)";MARITIMA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";560323;6913
2018;10;Índia;"Ásia (Exclusive Oriente Médio)";MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";2342638;50639
2018;10;Irlanda;Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";102237;4
2018;10;Irlanda;"União Europeia - UE";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";102237;4
2018;10;Israel;"Oriente Médio";AEREA;29322000;Lactonas;460;0
2018;10;Israel;"Oriente Médio";AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";311;0
2018;10;Israel;"Oriente Médio";AEREA;29419059;"Outros macrolídios e seus sais";193;0
2018;10;Itália;Europa;AEREA;29322000;Lactonas;984445;122
2018;10;Itália;Europa;AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";521593;715
2018;10;Itália;Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";3046486;17255
2018;10;Itália;Europa;MARITIMA;29322000;Lactonas;73622;40000
2018;10;Itália;Europa;MARITIMA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";1321;50
2018;10;Itália;Europa;MARITIMA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";169754;3098
2018;10;Itália;Europa;MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";172416;1178
2018;10;Itália;"União Europeia - UE";AEREA;29322000;Lactonas;984445;122
2018;10;Itália;"União Europeia - UE";AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";521593;715
2018;10;Itália;"União Europeia - UE";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";3046486;17255
2018;10;Itália;"União Europeia - UE";MARITIMA;29322000;Lactonas;73622;40000
2018;10;Itália;"União Europeia - UE";MARITIMA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";1321;50
2018;10;Itália;"União Europeia - UE";MARITIMA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";169754;3098
2018;10;Itália;"União Europeia - UE";MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";172416;1178
2018;10;Japão;"Ásia (Exclusive Oriente Médio)";AEREA;29322000;Lactonas;88004;1805
2018;10;Japão;"Ásia (Exclusive Oriente Médio)";AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";29;0
2018;10;Japão;"Ásia (Exclusive Oriente Médio)";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";379411;1326
2018;10;Japão;"Ásia (Exclusive Oriente Médio)";MARITIMA;29322000;Lactonas;51985;1260
2018;10;México;"América do Norte";MARITIMA;29322000;Lactonas;177;1
2018;10;"Países Baixos (Holanda)";Europa;AEREA;29322000;Lactonas;529;0
2018;10;"Países Baixos (Holanda)";Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";441494;272
2018;10;"Países Baixos (Holanda)";"União Europeia - UE";AEREA;29322000;Lactonas;529;0
2018;10;"Países Baixos (Holanda)";"União Europeia - UE";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";441494;272
2018;10;Polônia;Europa;AEREA;29322000;Lactonas;2310;1
2018;10;Polônia;Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";55346;340
2018;10;Polônia;"União Europeia - UE";AEREA;29322000;Lactonas;2310;1
2018;10;Polônia;"União Europeia - UE";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";55346;340
2018;10;"Porto Rico";"América Central e Caribe";AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";511;13
2018;10;"Porto Rico";"América Central e Caribe";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";2302255;3694
2018;10;Portugal;Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";2468;282
2018;10;Portugal;"União Europeia - UE";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";2468;282
2018;10;"Reino Unido";Europa;AEREA;29322000;Lactonas;1406;2
2018;10;"Reino Unido";Europa;AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";279;1
2018;10;"Reino Unido";Europa;AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";428753;268
2018;10;"Reino Unido";Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";2964741;3488
2018;10;"Reino Unido";Europa;MARITIMA;29322000;Lactonas;261;1
2018;10;Romênia;Europa;AEREA;29322000;Lactonas;13448;848
2018;10;Romênia;Europa;MARITIMA;29322000;Lactonas;39124;1500
2018;10;Romênia;"União Europeia - UE";AEREA;29322000;Lactonas;13448;848
2018;10;Romênia;"União Europeia - UE";MARITIMA;29322000;Lactonas;39124;1500
2018;10;Suécia;Europa;AEREA;29322000;Lactonas;11997;45
2018;10;Suécia;Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";1386928;1711
2018;10;Suécia;Europa;MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";108612;1245
2018;10;Suécia;Europa;RODOVIARIA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";1892066;3104
2018;10;Suécia;"União Europeia - UE";AEREA;29322000;Lactonas;11997;45
2018;10;Suécia;"União Europeia - UE";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";1386928;1711
2018;10;Suécia;"União Europeia - UE";MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";108612;1245
2018;10;Suécia;"União Europeia - UE";RODOVIARIA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";1892066;3104
2018;10;Suíça;Europa;AEREA;29322000;Lactonas;8667;30
2018;10;Suíça;Europa;AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";192;0
2018;10;Suíça;Europa;AEREA;29419059;"Outros macrolídios e seus sais";99;0
2018;10;Suíça;Europa;AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";176171;439
2018;10;Suíça;Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";12865519;9844
2018;10;Suíça;Europa;MARITIMA;29322000;Lactonas;86289;234
2018;10;Suíça;Europa;MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";64646;24
2018;10;"Taiwan (Formosa)";"Ásia (Exclusive Oriente Médio)";AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";3941;0
2018;10;Turquia;Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";266470;521
2018;10;Uruguai;"América do Sul";AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";156676;1720
2018;10;Uruguai;"América do Sul";RODOVIARIA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";346815;16150
2018;10;Uruguai;"América do Sul";RODOVIARIA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";20778;1453
2018;10;Uruguai;"Mercado Comum do Sul - Mercosul";AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";156676;1720
2018;10;Uruguai;"Mercado Comum do Sul - Mercosul";RODOVIARIA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";346815;16150
2018;10;Uruguai;"Mercado Comum do Sul - Mercosul";RODOVIARIA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";20778;1453
2018;10;Venezuela;"América do Sul";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";248816;1614
2018;09;"África do Sul";África;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";249018;3741
2018;09;Alemanha;Europa;AEREA;29322000;Lactonas;10828;200
2018;09;Alemanha;Europa;AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";2955;0
2018;09;Alemanha;Europa;AEREA;29419059;"Outros macrolídios e seus sais";84;0
2018;09;Alemanha;Europa;AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";670374;1487
2018;09;Alemanha;Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";6669477;13932
2018;09;Alemanha;Europa;MARITIMA;29322000;Lactonas;4504322;52000
2018;09;Alemanha;Europa;MARITIMA;30046000;"Outros medicamentos, que contenham princípios ativos antimaláricos (antipalúdicos) descritos na Nota de subposições 2 do presente Capítulo";345430;5601
2018;09;Alemanha;Europa;MARITIMA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";67300;348
2018;09;Alemanha;Europa;MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";3748594;22317
2018;09;Alemanha;"União Europeia - UE";AEREA;29322000;Lactonas;10828;200
2018;09;Alemanha;"União Europeia - UE";AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";2955;0
2018;09;Alemanha;"União Europeia - UE";AEREA;29419059;"Outros macrolídios e seus sais";84;0
2018;09;Alemanha;"União Europeia - UE";AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";670374;1487
2018;09;Alemanha;"União Europeia - UE";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";6669477;13932
2018;09;Alemanha;"União Europeia - UE";MARITIMA;29322000;Lactonas;4504322;52000
2018;09;Alemanha;"União Europeia - UE";MARITIMA;30046000;"Outros medicamentos, que contenham princípios ativos antimaláricos (antipalúdicos) descritos na Nota de subposições 2 do presente Capítulo";345430;5601
2018;09;Alemanha;"União Europeia - UE";MARITIMA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";67300;348
2018;09;Alemanha;"União Europeia - UE";MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";3748594;22317
2018;09;Argentina;"América do Sul";AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";107310;721
2018;09;Argentina;"América do Sul";RODOVIARIA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";311085;1550
2018;09;Argentina;"Mercado Comum do Sul - Mercosul";AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";107310;721
2018;09;Argentina;"Mercado Comum do Sul - Mercosul";RODOVIARIA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";311085;1550
2018;09;Austrália;Oceania;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";23272;160
2018;09;Bélgica;Europa;AEREA;29322000;Lactonas;334;4
2018;09;Bélgica;Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";495124;967
2018;09;Bélgica;Europa;MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";12802;2127
2018;09;Bélgica;"União Europeia - UE";AEREA;29322000;Lactonas;334;4
2018;09;Bélgica;"União Europeia - UE";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";495124;967
2018;09;Bélgica;"União Europeia - UE";MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";12802;2127
2018;09;Canadá;"América do Norte";AEREA;29322000;Lactonas;7637;0
2018;09;Canadá;"América do Norte";AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";266;0
2018;09;Canadá;"América do Norte";AEREA;29419059;"Outros macrolídios e seus sais";5867;0
2018;09;Canadá;"América do Norte";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";1162457;219
2018;09;China;"Ásia (Exclusive Oriente Médio)";AEREA;29322000;Lactonas;2955079;8961
2018;09;China;"Ásia (Exclusive Oriente Médio)";AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";1329;2
2018;09;China;"Ásia (Exclusive Oriente Médio)";AEREA;29419059;"Outros macrolídios e seus sais";46;0
2018;09;China;"Ásia (Exclusive Oriente Médio)";AEREA;30039079;"Medicamentos contendo outros compostos heterocíclicos heteroat.nitrogenados, exceto em doses";4520;400
2018;09;China;"Ásia (Exclusive Oriente Médio)";MARITIMA;29322000;Lactonas;4393583;248256
2018;09;China;"Ásia (Exclusive Oriente Médio)";MARITIMA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";163194;32007
2018;09;China;"Ásia (Exclusive Oriente Médio)";MARITIMA;29419059;"Outros macrolídios e seus sais";747078;6000
2018;09;China;"Ásia (Exclusive Oriente Médio)";MARITIMA;30039079;"Medicamentos contendo outros compostos heterocíclicos heteroat.nitrogenados, exceto em doses";444133;40000
2018;09;Cingapura;"Ásia (Exclusive Oriente Médio)";AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";1426548;1292
2018;09;Cingapura;"Ásia (Exclusive Oriente Médio)";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";891048;53
2018;09;Cingapura;"Associação de Nações do Sudeste Asiático - ASEAN";AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";1426548;1292
2018;09;Cingapura;"Associação de Nações do Sudeste Asiático - ASEAN";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";891048;53
2018;09;"Coreia do Sul";"Ásia (Exclusive Oriente Médio)";AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";115;0
2018;09;Dinamarca;Europa;MARITIMA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";895465;2040
2018;09;Dinamarca;"União Europeia - UE";MARITIMA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";895465;2040
2018;09;Eslovênia;Europa;AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";350387;1166
2018;09;Eslovênia;"União Europeia - UE";AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";350387;1166
2018;09;Espanha;Europa;AEREA;29419059;"Outros macrolídios e seus sais";186501;696
2018;09;Espanha;Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";1510473;5484
2018;09;Espanha;Europa;MARITIMA;29322000;Lactonas;119477;9220
2018;09;Espanha;Europa;MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";453550;1132
2018;09;Espanha;"União Europeia - UE";AEREA;29419059;"Outros macrolídios e seus sais";186501;696
2018;09;Espanha;"União Europeia - UE";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";1510473;5484
2018;09;Espanha;"União Europeia - UE";MARITIMA;29322000;Lactonas;119477;9220
2018;09;Espanha;"União Europeia - UE";MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";453550;1132
2018;09;"Estados Unidos";"América do Norte";AEREA;29322000;Lactonas;157406;5012
2018;09;"Estados Unidos";"América do Norte";AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";14869;3
2018;09;"Estados Unidos";"América do Norte";AEREA;29419059;"Outros macrolídios e seus sais";20368;0
2018;09;"Estados Unidos";"América do Norte";AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";7508;0
2018;09;"Estados Unidos";"América do Norte";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";7874915;4995
2018;09;"Estados Unidos";"América do Norte";MARITIMA;29322000;Lactonas;242750;11798
2018;09;"Estados Unidos";"América do Norte";MARITIMA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";892020;4041
2018;09;"Estados Unidos";"América do Norte";RODOVIARIA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";1234399;8142
2018;09;Finlândia;Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";34966;52
2018;09;Finlândia;Europa;MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";14479;17
2018;09;Finlândia;"União Europeia - UE";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";34966;52
2018;09;Finlândia;"União Europeia - UE";MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";14479;17
2018;09;França;Europa;AEREA;29322000;Lactonas;15281;118
2018;09;França;Europa;AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";746;0
2018;09;França;Europa;AEREA;29419059;"Outros macrolídios e seus sais";2022;0
2018;09;França;Europa;AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";99670;1235
2018;09;França;Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";5314065;7923
2018;09;França;Europa;MARITIMA;29322000;Lactonas;6523;360
2018;09;França;Europa;MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";979788;1149
2018;09;França;"União Europeia - UE";AEREA;29322000;Lactonas;15281;118
2018;09;França;"União Europeia - UE";AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";746;0
2018;09;França;"União Europeia - UE";AEREA;29419059;"Outros macrolídios e seus sais";2022;0
2018;09;França;"União Europeia - UE";AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";99670;1235
2018;09;França;"União Europeia - UE";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";5314065;7923
2018;09;França;"União Europeia - UE";MARITIMA;29322000;Lactonas;6523;360
2018;09;França;"União Europeia - UE";MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";979788;1149
2018;09;Grécia;Europa;AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";31748;345
2018;09;Grécia;"União Europeia - UE";AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";31748;345
2018;09;Hungria;Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";1007;22
2018;09;Hungria;"União Europeia - UE";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";1007;22
2018;09;Índia;"Ásia (Exclusive Oriente Médio)";AEREA;29322000;Lactonas;1988538;4304
2018;09;Índia;"Ásia (Exclusive Oriente Médio)";AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";1985764;4031
2018;09;Índia;"Ásia (Exclusive Oriente Médio)";AEREA;29419059;"Outros macrolídios e seus sais";302541;1800
2018;09;Índia;"Ásia (Exclusive Oriente Médio)";AEREA;30039079;"Medicamentos contendo outros compostos heterocíclicos heteroat.nitrogenados, exceto em doses";357328;23605
2018;09;Índia;"Ásia (Exclusive Oriente Médio)";AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";207396;7428
2018;09;Índia;"Ásia (Exclusive Oriente Médio)";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";1597705;22693
2018;09;Índia;"Ásia (Exclusive Oriente Médio)";MARITIMA;29322000;Lactonas;559486;160475
2018;09;Índia;"Ásia (Exclusive Oriente Médio)";MARITIMA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";15575;125
2018;09;Índia;"Ásia (Exclusive Oriente Médio)";MARITIMA;29419059;"Outros macrolídios e seus sais";1388706;8000
2018;09;Índia;"Ásia (Exclusive Oriente Médio)";MARITIMA;30039079;"Medicamentos contendo outros compostos heterocíclicos heteroat.nitrogenados, exceto em doses";260623;19358
2018;09;Índia;"Ásia (Exclusive Oriente Médio)";MARITIMA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";300693;2155
2018;09;Índia;"Ásia (Exclusive Oriente Médio)";MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";1581846;27177
2018;09;Irlanda;Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";33194;664
2018;09;Irlanda;"União Europeia - UE";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";33194;664
2018;09;Israel;"Oriente Médio";AEREA;29322000;Lactonas;780;0
2018;09;Israel;"Oriente Médio";AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";135;1
2018;09;Itália;Europa;AEREA;29322000;Lactonas;533066;60
2018;09;Itália;Europa;AEREA;30039069;"Medicamento contendo outros tiocompostos orgânicos, etc.exceto em doses";117950;700
2018;09;Itália;Europa;AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";243323;315
2018;09;Itália;Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";2122779;7742
2018;09;Itália;Europa;MARITIMA;29322000;Lactonas;36243;20000
2018;09;Itália;Europa;MARITIMA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";661;25
2018;09;Itália;"União Europeia - UE";AEREA;29322000;Lactonas;533066;60
2018;09;Itália;"União Europeia - UE";AEREA;30039069;"Medicamento contendo outros tiocompostos orgânicos, etc.exceto em doses";117950;700
2018;09;Itália;"União Europeia - UE";AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";243323;315
2018;09;Itália;"União Europeia - UE";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";2122779;7742
2018;09;Itália;"União Europeia - UE";MARITIMA;29322000;Lactonas;36243;20000
2018;09;Itália;"União Europeia - UE";MARITIMA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";661;25
2018;09;Japão;"Ásia (Exclusive Oriente Médio)";AEREA;29322000;Lactonas;9827;15
2018;09;Japão;"Ásia (Exclusive Oriente Médio)";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";750918;3426
2018;09;Japão;"Ásia (Exclusive Oriente Médio)";MARITIMA;29322000;Lactonas;14389;560
2018;09;México;"América do Norte";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";670022;220
2018;09;"Nova Zelândia";Oceania;AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";42;0
2018;09;"Países Baixos (Holanda)";Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";411698;625
2018;09;"Países Baixos (Holanda)";"União Europeia - UE";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";411698;625
2018;09;Polônia;Europa;AEREA;29322000;Lactonas;1606;1
2018;09;Polônia;Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";31872;196
2018;09;Polônia;"União Europeia - UE";AEREA;29322000;Lactonas;1606;1
2018;09;Polônia;"União Europeia - UE";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";31872;196
2018;09;"Porto Rico";"América Central e Caribe";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";772540;3138
2018;09;"Reino Unido";Europa;AEREA;29322000;Lactonas;959;6
2018;09;"Reino Unido";Europa;AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";14000;16
2018;09;"Reino Unido";Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";4147283;5018
2018;09;"Reino Unido";Europa;MARITIMA;29322000;Lactonas;39415;8160
2018;09;"Reino Unido";Europa;MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";184084;99
2018;09;Romênia;Europa;MARITIMA;29322000;Lactonas;29973;1310
2018;09;Romênia;"União Europeia - UE";MARITIMA;29322000;Lactonas;29973;1310
2018;09;Rússia;Europa;AEREA;29322000;Lactonas;42;0
2018;09;Suécia;Europa;AEREA;29322000;Lactonas;12367;45
2018;09;Suécia;Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";256532;894
2018;09;Suécia;Europa;RODOVIARIA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";437946;1542
2018;09;Suécia;"União Europeia - UE";AEREA;29322000;Lactonas;12367;45
2018;09;Suécia;"União Europeia - UE";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";256532;894
